ID,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_MT,NU_NOTA_REDACAO
772,468.0,628.9,586.9,560.0
773,464.1,590.0,460.9,640.0
774,613.4,622.2,456.0,680.0
775,580.8,634.9,693.6,580.0
776,465.2,553.9,437.1,540.0
777,459.3,610.0,481.8,560.0
778,668.6,666.2,733.2,720.0
779,460.5,594.6,390.8,340.0
780,440.5,566.0,379.7,380.0
781,430.2,551.1,480.7,340.0
782,514.1,613.0,518.1,600.0
783,579.8,570.9,510.0,300.0
784,442.0,596.2,672.5,560.0
785,451.9,457.1,496.1,560.0
786,483.6,584.0,438.6,600.0
787,390.9,503.6,499.9,320.0
788,505.1,562.7,547.3,620.0
789,401.3,546.2,460.1,480.0
790,581.3,488.4,540.3,420.0
791,589.1,635.4,641.4,600.0
792,427.2,522.8,476.9,580.0
793,365.8,542.4,385.1,280.0
794,616.6,624.3,659.7,960.0
795,566.2,621.0,559.0,640.0
796,442.4,531.7,525.5,640.0
797,517.7,619.3,443.9,680.0
798,572.1,675.3,722.6,880.0
799,439.1,528.8,539.5,680.0
800,458.0,545.9,640.6,620.0
801,535.5,646.8,699.0,640.0
802,471.3,634.8,389.2,440.0
803,519.8,410.4,405.4,320.0
804,375.2,502.2,507.8,320.0
805,598.1,646.8,792.7,920.0
806,462.6,516.9,430.8,560.0
807,523.5,594.0,419.1,340.0
808,497.6,644.9,566.4,480.0
809,397.4,584.5,503.4,460.0
810,498.2,573.3,596.2,520.0
811,579.0,707.0,784.6,580.0
812,527.0,611.1,624.6,520.0
813,525.6,434.5,393.4,600.0
814,637.2,682.7,764.8,820.0
815,541.9,580.2,456.6,560.0
816,509.5,624.2,681.9,660.0
817,603.7,507.2,568.9,560.0
818,433.9,454.2,421.3,320.0
819,378.2,482.1,599.5,540.0
820,470.0,511.4,579.6,360.0
821,475.5,568.1,540.7,660.0
822,541.6,465.2,461.4,340.0
823,413.0,611.8,399.5,500.0
824,583.3,638.2,580.9,300.0
825,406.8,550.3,444.5,340.0
826,460.8,0.0,411.6,300.0
827,435.7,531.5,471.9,420.0
828,602.3,597.4,554.1,740.0
829,438.4,474.1,516.5,540.0
830,498.2,528.4,401.7,340.0
831,433.4,499.3,520.7,420.0
832,495.8,644.3,505.5,680.0
833,431.6,601.7,444.3,620.0
834,390.6,512.1,420.6,360.0
835,439.4,539.0,492.7,300.0
836,604.8,672.1,679.3,640.0
837,511.7,566.9,723.0,640.0
838,370.4,413.6,467.8,640.0
839,578.9,640.6,520.7,480.0
840,400.7,534.8,605.5,600.0
841,522.1,611.1,641.7,680.0
842,696.8,677.3,704.8,620.0
843,626.7,662.4,664.9,820.0
844,643.8,692.1,713.1,960.0
845,539.8,609.6,661.7,600.0
846,449.3,494.4,474.3,480.0
847,573.3,592.0,602.5,600.0
848,461.2,491.8,557.0,580.0
849,448.0,409.3,414.7,240.0
850,496.0,556.4,448.6,640.0
851,428.0,463.0,453.8,320.0
852,597.0,667.4,615.9,560.0
853,375.3,426.2,371.7,440.0
854,510.5,600.4,400.9,360.0
855,477.8,680.4,550.3,660.0
856,485.8,607.8,641.4,320.0
857,428.6,499.8,398.1,440.0
858,379.7,430.9,435.7,340.0
859,505.7,641.3,504.9,560.0
860,585.8,635.0,653.2,760.0
861,523.0,446.8,639.1,320.0
862,566.6,649.2,632.3,680.0
863,591.5,681.0,542.6,580.0
864,476.2,567.2,524.4,480.0
865,657.3,482.1,562.3,780.0
866,461.3,550.6,449.6,440.0
867,536.6,580.1,477.5,360.0
868,475.3,587.6,473.4,620.0
869,516.0,508.9,625.2,320.0
870,517.8,619.0,626.0,360.0
871,458.8,486.5,422.7,360.0
872,445.4,499.6,523.0,560.0
873,677.3,683.7,647.9,800.0
874,611.1,626.6,661.3,680.0
875,416.2,425.5,439.4,280.0
876,533.3,485.4,525.8,480.0
877,454.2,637.5,481.4,620.0
878,615.7,597.1,700.6,820.0
879,730.0,687.5,713.4,840.0
880,409.3,596.7,571.9,380.0
881,511.0,639.0,560.9,600.0
882,451.5,584.4,542.0,520.0
883,521.2,406.4,445.4,540.0
884,549.6,600.5,500.6,660.0
885,535.0,502.3,471.8,660.0
886,438.7,564.6,409.0,340.0
887,491.7,537.5,521.0,320.0
888,476.2,531.7,410.3,520.0
889,611.6,640.1,414.9,840.0
890,497.2,576.5,418.1,600.0
891,531.5,529.9,420.0,380.0
892,531.9,511.0,511.9,400.0
893,484.1,618.5,689.2,600.0
894,418.3,684.1,628.0,720.0
895,395.5,460.1,431.5,240.0
896,529.3,587.1,457.3,0.0
897,463.5,613.8,611.4,340.0
898,587.2,624.5,666.5,680.0
899,521.3,521.9,438.0,0.0
900,617.7,667.3,738.8,940.0
901,486.0,455.1,446.1,360.0
902,490.4,469.1,430.7,440.0
903,484.0,606.3,457.3,480.0
904,561.3,448.2,541.3,260.0
905,516.9,419.4,575.8,500.0
906,444.4,404.3,492.2,520.0
907,473.9,538.0,572.0,560.0
908,466.0,630.0,601.2,600.0
909,413.6,540.5,435.6,400.0
910,653.6,674.6,689.2,680.0
911,531.8,603.3,719.6,620.0
912,525.2,513.7,664.3,680.0
913,439.5,406.7,406.9,400.0
914,411.6,431.1,392.4,320.0
915,481.7,530.9,480.1,560.0
916,482.5,604.0,414.1,280.0
917,525.7,569.9,520.9,600.0
918,625.9,663.8,756.9,740.0
919,495.3,621.8,459.8,420.0
920,595.6,692.1,734.6,700.0
921,366.7,601.0,477.7,560.0
922,505.9,479.9,511.8,300.0
923,552.6,581.6,454.8,800.0
924,518.3,613.0,567.9,500.0
925,505.0,585.5,427.8,500.0
926,516.6,660.3,618.3,700.0
927,583.5,623.5,667.3,640.0
928,462.1,567.5,417.8,420.0
929,467.7,453.6,490.2,240.0
930,544.0,565.5,480.9,600.0
931,719.5,732.8,861.5,940.0
932,569.9,602.3,718.1,820.0
933,531.5,610.9,602.6,500.0
934,419.8,581.4,537.9,700.0
935,489.6,551.4,590.5,500.0
936,487.5,610.1,542.1,620.0
937,425.9,472.7,466.6,540.0
938,629.9,673.3,793.1,860.0
939,634.2,653.5,667.2,540.0
940,372.2,461.2,448.2,260.0
941,560.8,564.7,496.4,500.0
942,492.4,652.2,528.2,920.0
943,530.4,496.1,468.6,600.0
944,463.1,435.7,559.6,340.0
945,493.6,562.4,431.3,740.0
946,498.1,519.3,434.8,480.0
947,474.8,602.4,572.8,340.0
948,563.7,695.9,721.6,560.0
949,610.0,647.6,596.2,700.0
950,522.3,692.1,623.4,820.0
951,545.3,635.8,604.8,600.0
952,423.0,539.6,494.2,520.0
953,488.1,435.3,410.3,620.0
954,468.5,403.4,526.3,480.0
955,472.0,539.7,491.9,560.0
956,541.3,635.0,496.4,640.0
957,469.7,648.2,459.2,560.0
958,641.3,668.8,748.5,740.0
959,467.3,573.7,400.3,520.0
960,408.6,549.5,557.6,520.0
961,388.8,630.0,523.2,460.0
962,423.8,574.9,603.8,320.0
963,443.8,618.5,456.0,300.0
964,427.0,601.8,0.0,360.0
965,479.6,461.1,488.4,340.0
966,538.0,622.3,477.5,540.0
967,566.8,613.8,697.5,340.0
968,486.8,454.3,379.6,280.0
969,415.1,444.4,440.6,360.0
970,457.8,631.6,572.2,540.0
971,457.4,550.7,459.6,600.0
972,463.5,588.2,499.0,640.0
973,424.0,403.9,492.1,220.0
974,521.3,539.5,506.4,360.0
975,609.3,651.3,663.0,680.0
976,396.5,610.3,435.9,560.0
977,454.8,543.9,568.3,420.0
978,455.0,581.2,490.6,400.0
979,629.2,578.1,718.9,820.0
980,485.2,578.7,650.8,620.0
981,481.5,441.2,411.2,320.0
982,464.6,653.4,589.4,480.0
983,434.0,501.0,589.4,320.0
984,405.5,456.1,427.0,500.0
985,529.0,584.8,581.1,560.0
986,587.7,678.9,664.7,560.0
987,371.3,633.3,613.2,420.0
988,521.6,630.9,466.4,460.0
989,419.8,557.9,458.2,560.0
990,517.3,620.2,577.8,440.0
991,388.4,600.6,482.7,400.0
992,550.8,615.4,479.9,600.0
993,418.7,605.6,432.1,520.0
994,545.2,615.9,460.0,320.0
995,602.4,653.9,711.2,780.0
996,474.7,636.7,566.3,420.0
997,549.4,589.6,405.3,540.0
998,417.8,472.7,382.0,340.0
999,467.3,570.9,552.4,560.0
1000,528.5,603.8,729.0,640.0
1001,526.0,630.2,462.9,360.0
1002,482.4,633.6,600.7,600.0
1003,391.8,572.4,498.9,300.0
1004,570.4,696.8,702.6,720.0
1005,458.0,524.7,439.7,540.0
1006,421.3,513.0,384.6,440.0
1007,386.0,430.1,387.1,360.0
1008,447.0,658.7,679.8,480.0
1009,468.1,604.8,562.7,380.0
1010,592.5,714.9,691.8,920.0
1011,429.0,626.2,511.7,420.0
1012,556.8,642.2,625.9,620.0
1013,550.3,616.4,435.5,640.0
1014,430.1,656.5,651.3,520.0
1015,570.8,575.5,445.4,360.0
1016,516.5,573.2,601.2,480.0
1017,504.1,495.7,480.7,520.0
1018,439.6,399.0,404.6,540.0
1019,592.3,640.3,625.3,540.0
1020,413.6,602.5,595.6,620.0
1021,502.0,587.7,497.5,540.0
1022,622.0,667.7,769.6,880.0
1023,496.5,547.0,492.3,280.0
1024,489.5,579.0,559.9,740.0
1025,460.4,448.2,503.5,400.0
1026,503.7,526.2,432.1,560.0
1027,558.1,603.4,677.1,520.0
1028,567.2,642.1,412.3,560.0
1029,489.5,427.5,387.3,620.0
1030,444.7,548.9,477.8,340.0
1031,398.3,550.8,531.5,440.0
1032,569.4,634.5,622.6,760.0
1033,468.9,495.4,400.2,480.0
1034,637.9,673.5,651.5,540.0
1035,593.9,560.3,468.7,580.0
1036,428.4,444.1,472.0,720.0
1037,463.6,639.1,431.0,880.0
1038,523.7,641.6,629.0,600.0
1039,586.9,592.4,490.7,560.0
1040,613.7,660.3,648.9,760.0
1041,385.3,503.9,404.6,300.0
1042,601.2,676.6,719.5,640.0
1043,443.7,504.1,502.6,440.0
1044,430.1,427.6,513.1,440.0
1045,436.6,606.1,536.7,400.0
1046,466.9,696.7,690.0,700.0
1047,563.0,497.4,446.0,620.0
1048,516.6,453.3,445.5,480.0
1049,428.1,606.1,489.7,540.0
1050,668.8,712.0,721.2,840.0
1051,478.6,505.3,461.0,200.0
1052,372.8,592.6,382.7,360.0
1053,455.5,481.9,466.1,340.0
1054,402.7,532.9,503.8,280.0
1055,417.1,661.6,526.3,880.0
1056,590.7,610.0,631.0,740.0
1057,463.3,581.7,397.5,600.0
1058,542.8,648.5,557.5,780.0
1059,420.7,528.5,476.5,540.0
1060,400.6,697.8,463.0,640.0
1061,448.2,465.9,382.1,400.0
1062,585.3,652.2,494.6,660.0
1063,439.8,571.1,692.6,440.0
1064,517.8,641.2,559.1,840.0
1065,529.7,617.4,583.8,800.0
1066,587.9,608.1,678.4,800.0
1067,506.3,545.2,414.8,660.0
1068,514.4,668.1,376.5,0.0
1069,389.9,472.5,389.1,600.0
1070,487.1,669.1,509.5,480.0
1071,439.1,496.0,510.4,380.0
1072,439.8,641.8,573.0,560.0
1073,396.7,577.9,399.7,600.0
1074,496.9,601.9,566.4,860.0
1075,493.0,471.2,515.4,540.0
1076,524.3,595.5,482.3,440.0
1077,387.7,476.2,430.8,580.0
1078,458.2,631.3,507.4,620.0
1079,552.6,605.8,563.3,540.0
1080,456.0,601.7,493.2,560.0
1081,459.8,615.7,697.0,340.0
1082,489.6,406.6,521.7,580.0
1083,506.7,627.9,604.0,680.0
1084,371.0,544.3,488.7,500.0
1085,633.1,551.7,573.5,360.0
1086,473.3,607.7,618.4,440.0
1087,704.1,714.1,779.5,900.0
1088,503.4,561.0,545.8,360.0
1089,600.5,662.4,697.9,860.0
1090,387.2,497.7,496.6,220.0
1091,651.4,675.9,789.1,920.0
1092,454.6,414.9,453.9,380.0
1093,535.6,671.8,594.3,640.0
1094,451.0,652.2,517.0,340.0
1095,423.8,576.3,473.5,360.0
1096,470.9,443.0,444.2,620.0
1097,404.5,567.8,553.0,560.0
1098,562.0,634.4,604.7,560.0
1099,571.1,628.6,692.1,540.0
1100,421.7,621.1,485.4,660.0
1101,446.1,593.9,422.2,320.0
1102,601.4,607.4,754.2,420.0
1103,496.4,605.3,643.5,580.0
1104,562.8,651.4,603.4,720.0
1105,510.0,529.4,466.7,360.0
1106,457.7,481.0,451.1,640.0
1107,464.2,534.8,380.3,260.0
1108,399.5,565.7,482.1,340.0
1109,519.6,523.9,468.2,400.0
1110,516.7,597.4,657.9,480.0
1111,588.1,598.2,579.8,560.0
1112,648.6,716.9,717.1,500.0
1113,433.7,557.6,425.6,340.0
1114,388.5,591.7,428.1,340.0
1115,502.5,544.0,524.7,500.0
1116,454.2,642.5,489.2,560.0
1117,393.7,624.9,560.5,360.0
1118,560.5,543.2,614.0,500.0
1119,398.0,518.6,471.2,320.0
1120,674.2,688.2,716.6,900.0
1121,424.0,428.8,569.5,320.0
1122,383.7,424.0,455.4,540.0
1123,420.6,490.3,418.7,300.0
1124,548.2,558.3,624.1,620.0
1125,428.7,513.0,418.8,560.0
1126,442.5,629.3,490.1,460.0
1127,537.6,601.6,569.6,380.0
1128,568.2,618.5,685.6,680.0
1129,691.0,663.2,785.6,980.0
1130,596.7,552.4,658.6,800.0
1131,627.1,685.8,789.5,700.0
1132,547.0,625.2,609.3,700.0
1133,564.7,657.8,396.5,780.0
1134,494.6,653.9,590.0,560.0
1135,481.0,424.0,496.1,280.0
1136,444.4,624.3,452.1,620.0
1137,622.3,629.8,731.0,880.0
1138,472.6,661.8,622.1,720.0
1139,428.5,585.6,487.2,340.0
1140,394.4,600.2,615.4,380.0
1141,595.3,618.9,573.8,760.0
1142,435.9,464.3,526.8,600.0
1143,460.4,450.0,445.1,480.0
1144,564.2,663.6,654.1,580.0
1145,390.9,628.5,595.2,600.0
1146,581.1,670.4,565.1,660.0
1147,521.9,603.0,467.7,320.0
1148,432.7,563.6,560.4,380.0
1149,516.2,436.1,523.6,580.0
1150,574.3,632.4,466.1,760.0
1151,505.9,423.5,458.7,620.0
1152,552.6,633.0,533.9,600.0
1153,383.4,594.3,464.2,600.0
1154,616.9,706.7,704.1,760.0
1155,508.8,552.0,550.9,400.0
1156,606.3,687.1,573.6,680.0
1157,630.0,702.1,764.3,860.0
1158,560.8,621.4,610.5,360.0
1159,405.7,608.7,502.6,380.0
1160,519.7,461.5,439.3,520.0
1161,467.2,610.1,497.4,440.0
1162,479.4,604.5,531.5,520.0
1163,404.4,588.3,526.2,400.0
1164,479.8,639.4,552.8,680.0
1165,539.4,599.7,622.5,660.0
1166,451.3,592.2,520.9,520.0
1167,516.1,531.3,387.8,300.0
1168,443.8,558.6,396.2,340.0
1169,428.2,524.8,518.3,280.0
1170,381.9,579.3,523.6,600.0
1171,460.5,612.6,442.2,600.0
1172,513.5,601.1,516.1,300.0
1173,570.3,616.3,667.3,320.0
1174,439.2,599.2,611.9,540.0
1175,421.3,613.2,515.0,440.0
1176,444.4,569.5,398.0,240.0
1177,369.8,491.4,494.0,560.0
1178,458.5,467.0,396.1,400.0
1179,538.0,639.5,595.3,580.0
1180,415.1,462.3,484.9,380.0
1181,469.3,584.6,544.0,0.0
1182,529.7,649.6,505.4,520.0
1183,552.7,622.8,562.8,560.0
1184,445.4,511.7,513.3,600.0
1185,498.0,670.9,684.5,900.0
1186,468.0,531.5,478.8,520.0
1187,399.0,437.2,474.0,0.0
1188,433.3,603.1,583.2,360.0
1189,590.1,614.4,643.9,740.0
1190,535.4,465.7,659.5,360.0
1191,430.4,532.2,536.4,360.0
1192,569.6,614.8,563.6,680.0
1193,491.0,609.9,475.7,460.0
1194,512.2,478.8,397.5,560.0
1195,393.7,556.2,433.9,380.0
1196,606.4,602.2,741.5,640.0
1197,445.8,554.1,441.4,760.0
1198,541.4,625.2,529.9,800.0
1199,391.2,436.2,380.5,540.0
1200,435.1,428.8,594.2,300.0
1201,469.1,492.5,376.5,320.0
1202,445.8,502.0,448.3,300.0
1203,519.3,650.2,642.3,680.0
1204,447.6,621.3,390.8,360.0
1205,461.4,491.6,452.3,280.0
1206,556.3,656.4,695.6,820.0
1207,467.5,424.6,538.4,540.0
1208,575.0,613.3,483.1,620.0
1209,418.5,451.8,400.8,420.0
1210,504.8,567.5,395.1,440.0
1211,510.0,628.5,458.6,840.0
1212,686.5,739.0,804.2,760.0
1213,468.8,598.4,610.0,840.0
1214,558.7,568.6,572.0,600.0
1215,425.5,575.0,470.0,520.0
1216,417.9,544.4,537.2,280.0
1217,608.0,519.0,556.4,500.0
1218,464.6,528.6,377.6,380.0
1219,507.8,537.8,474.1,500.0
1220,601.6,658.3,402.8,640.0
1221,520.4,671.5,503.2,720.0
1222,371.3,594.8,496.4,540.0
1223,454.2,652.1,625.5,520.0
1224,500.9,458.4,464.9,340.0
1225,408.7,470.9,517.1,300.0
1226,415.1,423.9,648.1,0.0
1227,513.1,609.8,548.5,600.0
1228,493.8,598.2,586.8,400.0
1229,628.2,655.3,707.5,820.0
1230,591.0,653.9,429.9,640.0
1231,443.9,578.3,432.7,540.0
1232,466.6,489.8,542.8,620.0
1233,450.1,607.4,531.0,620.0
1234,438.6,574.9,393.4,580.0
1235,497.9,577.3,632.3,640.0
1236,454.7,596.2,462.1,460.0
1237,579.1,653.6,718.0,580.0
1238,431.2,554.8,540.1,500.0
1239,456.1,607.3,558.9,360.0
1240,415.0,443.5,373.1,440.0
1241,421.2,525.3,491.8,260.0
1242,449.1,405.3,517.3,580.0
1243,455.3,558.9,400.3,320.0
1244,528.1,504.0,461.9,520.0
1245,416.6,577.8,512.8,280.0
1246,465.3,426.8,372.7,520.0
1247,409.8,568.8,434.2,500.0
1248,552.5,619.6,633.4,400.0
1249,405.1,449.6,471.2,260.0
1250,575.6,645.9,665.9,820.0
1251,502.8,560.3,404.9,740.0
1252,520.2,605.2,503.5,520.0
1253,382.2,632.2,430.0,400.0
1254,428.9,442.3,426.0,360.0
1255,466.4,597.3,728.3,560.0
1256,526.2,633.0,751.7,760.0
1257,451.7,405.3,573.3,240.0
1258,470.0,643.2,669.4,620.0
1259,541.6,615.3,431.7,660.0
1260,715.9,695.2,780.5,780.0
1261,457.2,632.1,579.0,880.0
1262,505.3,444.1,409.1,680.0
1263,480.4,408.3,390.7,360.0
1264,491.4,540.3,567.6,480.0
1265,509.1,582.0,561.8,620.0
1266,428.3,571.2,474.6,360.0
1267,453.8,479.3,399.1,340.0
1268,481.6,596.9,468.3,520.0
1269,436.1,571.1,610.3,560.0
1270,372.2,582.4,578.6,580.0
1271,401.6,619.1,454.2,340.0
1272,406.8,590.7,565.6,520.0
1273,494.2,482.2,594.9,520.0
1274,546.7,646.5,500.4,560.0
1275,542.4,467.4,533.7,360.0
1276,578.3,621.2,491.1,400.0
1277,632.2,626.9,705.6,880.0
1278,600.9,639.5,634.6,460.0
1279,459.8,679.5,643.8,660.0
1280,445.5,404.9,453.4,480.0
1281,692.4,703.0,799.4,960.0
1282,537.0,546.3,504.5,520.0
1283,488.7,486.5,584.7,600.0
1284,425.2,446.7,437.9,260.0
1285,561.9,610.7,550.7,680.0
1286,490.7,443.1,411.6,260.0
1287,385.9,456.9,390.2,380.0
1288,378.6,570.0,523.4,340.0
1289,390.5,502.6,479.9,700.0
1290,401.8,521.2,417.8,500.0
1291,484.4,445.8,504.1,340.0
1292,429.3,450.6,493.9,560.0
1293,605.9,678.6,656.0,920.0
1294,517.9,639.4,447.9,560.0
1295,555.7,577.7,517.5,520.0
1296,480.8,621.9,720.4,900.0
1297,479.2,620.6,379.4,540.0
1298,502.9,529.5,604.7,380.0
1299,494.0,515.9,577.1,540.0
1300,451.2,539.7,509.7,380.0
1301,419.8,407.2,460.2,420.0
1302,586.1,660.4,501.0,580.0
1303,476.8,405.3,415.1,400.0
1304,430.3,546.3,533.3,660.0
1305,490.3,591.8,399.9,600.0
1306,533.7,616.0,598.1,660.0
1307,403.3,556.4,537.3,540.0
1308,548.4,640.9,536.9,460.0
1309,406.0,576.3,520.6,380.0
1310,462.4,405.8,412.5,0.0
1311,604.8,582.4,545.5,740.0
1312,501.7,557.3,436.7,360.0
1313,427.9,575.7,483.8,360.0
1314,560.2,542.6,524.4,580.0
1315,467.6,451.3,462.1,400.0
1316,536.0,632.5,616.0,660.0
1317,668.8,692.8,783.2,880.0
1318,443.3,414.7,459.1,520.0
1319,426.8,445.6,469.9,620.0
1320,476.1,549.6,651.3,560.0
1321,503.2,634.5,445.0,180.0
1322,570.6,650.2,687.2,620.0
1323,418.8,560.2,377.0,360.0
1324,477.8,484.8,476.7,340.0
1325,505.4,631.2,554.7,540.0
1326,470.3,439.8,399.5,480.0
1327,376.7,480.3,449.5,480.0
1328,552.3,656.4,635.6,600.0
1329,496.8,575.0,525.9,540.0
1330,509.0,398.8,490.3,700.0
1331,590.4,555.4,392.3,480.0
1332,490.3,573.7,497.2,680.0
1333,483.2,412.4,461.2,340.0
1334,495.4,650.4,503.6,340.0
1335,384.1,534.2,543.6,340.0
1336,437.4,584.9,434.6,420.0
1337,410.4,433.4,532.3,260.0
1338,688.1,723.0,774.3,760.0
1339,516.6,658.0,541.8,680.0
1340,558.3,667.2,781.0,720.0
1341,426.8,474.1,415.9,300.0
1342,533.8,636.2,672.0,620.0
1343,428.5,559.6,474.5,540.0
1344,383.5,437.3,445.8,400.0
1345,634.7,732.0,843.0,840.0
1346,645.7,694.3,737.6,740.0
1347,440.2,628.3,507.4,580.0
1348,493.3,460.6,473.6,840.0
1349,511.1,671.6,592.5,720.0
1350,455.2,500.7,442.2,500.0
1351,547.3,618.1,611.9,780.0
1352,446.7,687.6,707.2,620.0
1353,621.6,603.6,636.3,920.0
1354,425.0,479.8,618.4,240.0
1355,425.8,555.0,428.6,0.0
1356,436.7,592.2,436.4,500.0
1357,637.0,705.2,654.6,900.0
1358,449.7,647.6,596.6,540.0
1359,510.4,532.4,473.9,340.0
1360,419.0,574.9,400.0,320.0
1361,504.0,655.5,552.8,500.0
1362,608.1,644.2,603.3,620.0
1363,466.3,530.8,520.6,600.0
1364,505.9,639.2,681.4,660.0
1365,436.6,574.9,554.9,480.0
1366,477.7,439.3,416.8,520.0
1367,589.6,604.5,556.9,600.0
1368,644.4,662.1,688.5,620.0
1369,417.2,403.0,433.4,660.0
1370,589.5,661.2,701.3,780.0
1371,457.2,466.0,430.1,520.0
1372,383.0,498.4,449.0,0.0
1373,462.4,418.7,512.8,400.0
1374,456.1,611.7,611.5,600.0
1375,563.9,608.7,506.3,340.0
1376,630.4,697.8,552.9,820.0
1377,576.8,593.4,522.2,560.0
1378,461.9,582.3,485.9,300.0
1379,485.9,559.1,566.5,560.0
1380,437.7,599.3,570.8,580.0
1381,558.8,559.1,660.4,460.0
1382,450.0,568.2,600.3,480.0
1383,414.6,643.7,653.7,0.0
1384,496.7,622.2,582.0,540.0
1385,462.3,571.4,434.7,360.0
1386,499.9,677.8,570.7,560.0
1387,565.9,510.9,532.4,400.0
1388,550.3,629.4,648.9,680.0
1389,485.1,659.6,514.3,0.0
1390,522.0,631.2,408.0,340.0
1391,508.7,616.5,559.3,560.0
1392,599.9,647.4,683.3,660.0
1393,430.0,585.2,498.9,520.0
1394,440.7,593.3,479.3,400.0
1395,390.6,420.3,390.2,360.0
1396,435.9,573.4,577.5,600.0
1397,536.6,583.4,552.8,460.0
1398,567.1,502.5,477.3,500.0
1399,512.7,536.6,381.5,520.0
1400,595.2,459.7,422.5,520.0
1401,533.7,626.4,543.1,860.0
1402,578.0,663.3,717.4,820.0
1403,431.3,544.3,424.4,400.0
1404,429.3,626.5,463.1,560.0
1405,406.1,555.5,413.9,620.0
1406,416.4,622.7,437.8,320.0
1407,585.2,620.7,626.2,820.0
1408,447.4,648.0,375.6,560.0
1409,484.9,629.5,698.7,720.0
1410,400.2,578.1,457.2,340.0
1411,560.5,602.5,712.3,560.0
1412,418.1,420.2,423.1,620.0
1413,430.8,628.3,472.8,560.0
1414,396.2,601.8,406.8,220.0
1415,465.4,572.8,606.3,360.0
1416,757.9,727.3,851.8,900.0
1417,405.4,528.9,463.9,260.0
1418,580.7,650.0,717.7,760.0
1419,482.2,604.3,506.6,740.0
1420,488.9,591.3,409.5,360.0
1421,510.3,526.4,691.6,620.0
1422,448.4,615.3,387.3,500.0
1423,669.3,687.8,578.1,560.0
1424,441.7,507.7,651.3,340.0
1425,510.6,640.7,429.6,760.0
1426,423.0,540.5,460.0,540.0
1427,409.6,468.2,549.7,280.0
1428,589.3,710.2,533.1,820.0
1429,384.3,521.4,489.6,0.0
1430,652.7,666.3,569.6,960.0
1431,460.6,532.5,381.8,660.0
1432,424.0,526.9,521.9,500.0
1433,625.9,693.3,634.0,820.0
1434,420.1,442.6,451.0,260.0
1435,482.3,607.0,535.2,560.0
1436,444.7,532.8,522.6,300.0
1437,446.3,552.8,498.5,620.0
1438,584.7,602.6,574.6,340.0
1439,516.6,609.4,721.0,560.0
1440,505.7,575.8,522.3,500.0
1441,498.0,615.5,614.1,400.0
1442,426.6,411.5,608.2,580.0
1443,598.1,679.6,681.5,580.0
1444,405.2,426.8,420.8,220.0
1445,466.8,601.8,482.7,420.0
1446,473.1,643.8,677.8,740.0
1447,616.2,687.0,706.1,800.0
1448,501.8,514.4,548.7,360.0
1449,470.4,507.9,421.5,560.0
1450,506.7,646.4,618.7,440.0
1451,516.4,540.8,471.6,580.0
1452,430.6,428.2,465.1,480.0
1453,591.7,561.7,560.3,380.0
1454,497.4,610.7,504.0,540.0
1455,464.3,601.7,518.9,520.0
1456,394.2,580.1,399.2,340.0
1457,430.7,537.8,485.4,300.0
1458,538.4,639.3,733.5,700.0
1459,442.6,611.0,572.1,380.0
1460,440.4,623.3,463.4,520.0
1461,554.8,681.1,690.2,360.0
1462,399.9,569.9,439.4,360.0
1463,491.8,474.5,394.8,340.0
1464,516.7,638.9,681.0,740.0
1465,472.5,595.5,600.1,520.0
1466,489.8,623.8,669.2,440.0
1467,408.6,479.6,491.9,0.0
1468,600.3,439.5,591.8,680.0
1469,413.5,493.0,483.6,500.0
1470,414.7,471.2,420.9,440.0
1471,553.6,661.3,617.5,940.0
1472,545.1,609.3,415.0,320.0
1473,407.7,478.4,420.2,360.0
1474,512.7,567.8,640.4,740.0
1475,560.5,659.3,709.1,740.0
1476,515.5,684.3,604.1,660.0
1477,503.5,572.2,456.1,380.0
1478,425.1,546.1,553.4,320.0
1479,490.4,605.9,401.3,600.0
1480,523.2,570.9,490.9,340.0
1481,579.2,631.1,629.5,520.0
1482,458.2,433.8,387.4,300.0
1483,418.6,621.9,567.9,620.0
1484,459.9,525.5,430.8,520.0
1485,467.2,645.4,452.5,320.0
1486,595.3,639.5,799.9,940.0
1487,489.0,562.5,480.7,580.0
1488,490.4,438.1,439.4,360.0
1489,531.9,469.1,377.1,380.0
1490,401.1,435.7,459.8,380.0
1491,393.0,520.2,472.5,280.0
1492,559.3,634.1,511.1,600.0
1493,463.4,548.4,412.3,600.0
1494,603.8,622.0,634.7,380.0
1495,531.5,581.7,579.2,300.0
1496,655.5,688.1,748.0,940.0
1497,420.5,560.9,395.4,340.0
1498,636.4,678.3,705.7,560.0
1499,404.6,527.5,468.6,400.0
1500,485.4,560.1,615.3,740.0
1501,580.1,667.4,685.1,920.0
1502,554.7,625.1,582.7,560.0
1503,591.0,639.0,565.5,740.0
1504,565.6,552.7,461.0,640.0
1505,590.6,666.9,488.9,360.0
1506,439.0,633.8,508.4,560.0
1507,424.5,435.0,460.7,260.0
1508,398.0,617.9,418.4,400.0
1509,655.6,679.9,783.1,700.0
1510,411.0,437.6,501.3,340.0
1511,498.3,615.1,492.2,400.0
1512,438.4,497.9,477.8,460.0
1513,507.2,645.8,571.1,340.0
1514,470.7,602.5,529.9,540.0
1515,418.2,423.5,400.0,280.0
1516,380.9,420.5,388.8,0.0
1517,507.8,640.0,524.9,420.0
